Query_ID	Doc_ID	Rank	Score
1	773	121	11.5
1	213	122	11.5
1	1039	123	11.5
1	163	124	11.5
1	442	125	11.5
1	100	126	11.5
1	1154	127	11.0
1	124	128	11.0
1	1164	129	11.0
1	101	130	11.0
1	828	131	11.0
1	44	132	11.0
1	872	133	11.0
1	747	134	11.0
1	493	135	11.0
1	466	136	11.0
1	45	137	11.0
1	685	138	11.0
1	62	139	11.0
1	334	140	11.0
1	980	141	11.0
1	1097	142	11.0
1	1381	143	11.0
1	656	144	11.0
1	202	145	11.0
1	234	146	11.0
1	1342	147	11.0
1	1321	148	11.0
1	204	149	11.0
1	1352	150	11.0
1	1341	151	11.0
1	806	152	10.5
1	165	153	10.5
1	453	154	10.5
1	786	155	10.5
1	934	156	10.5
1	529	157	10.5
1	219	158	10.5
1	801	159	10.5
1	206	160	10.5
1	987	161	10.5
1	982	162	10.5
1	1035	163	10.5
1	92	164	10.5
1	1108	165	10.5
1	253	166	10.5
1	132	167	10.5
1	328	168	10.5
1	1383	169	10.5
1	232	170	10.5
1	1338	171	10.5
1	767	172	10.5
1	1114	173	10.5
1	1351	174	10.5
1	166	175	10.5
1	563	176	10.5
1	160	177	10.5
1	1252	178	10.5
1	198	179	10.5
1	434	180	10.0
1	187	181	10.0
1	1082	182	10.0
1	1134	183	10.0
1	827	184	10.0
1	185	185	10.0
1	739	186	10.0
1	1356	187	10.0
1	1110	188	10.0
1	1224	189	10.0
1	164	190	10.0
1	184	191	10.0
1	686	192	10.0
1	560	193	10.0
1	42	194	10.0
1	1333	195	10.0
1	876	196	10.0
1	808	197	10.0
1	1246	198	10.0
1	212	199	10.0
1	416	200	10.0
2	1201	1	85.5
2	798	2	78.0
2	1313	3	69.5
2	329	4	65.0
2	927	5	53.5
2	792	6	52.0
2	499	7	50.5
2	417	8	50.0
2	89	9	49.5
2	673	10	48.0
2	452	11	47.5
2	1040	12	47.0
2	721	13	47.0
2	94	14	45.5
2	1239	15	45.5
2	73	16	45.0
2	1147	17	45.0
2	131	18	44.5
2	433	19	43.0
2	160	20	42.5
2	1144	21	42.5
2	1244	22	41.5
2	244	23	41.0
2	1047	24	40.5
2	826	25	39.5
2	364	26	39.5
2	522	27	39.5
2	928	28	39.0
2	874	29	39.0
2	576	30	39.0
2	262	31	38.5
2	757	32	38.5
2	140	33	38.0
2	992	34	37.5
2	315	35	37.5
2	199	36	37.5
2	1392	37	37.0
2	85	38	37.0
2	1072	39	37.0
2	33	40	36.5
2	695	41	36.5
2	272	42	36.5
2	234	43	36.5
2	640	44	36.5
2	827	45	36.0
2	132	46	36.0
2	14	47	36.0
2	423	48	35.5
2	225	49	35.5
2	1198	50	35.0
2	976	51	34.5
2	731	52	34.5
2	662	53	34.5
2	730	54	34.5
2	210	55	34.5
2	49	56	34.0
2	1209	57	34.0
2	1061	58	34.0
2	189	59	34.0
2	99	60	34.0
2	193	61	34.0
2	797	62	34.0
2	1382	63	33.5
2	1226	64	33.5
2	344	65	33.5
2	83	66	33.5
2	712	67	33.0
2	625	68	33.0
2	599	69	33.0
2	1268	70	33.0
2	962	71	33.0
2	466	72	33.0
2	96	73	33.0
2	1248	74	33.0
2	373	75	33.0
2	82	76	33.0
2	151	77	33.0
2	51	78	33.0
2	206	79	32.5
2	170	80	32.5
2	572	81	32.5
2	1375	82	32.5
2	675	83	32.5
2	165	84	32.0
2	277	85	32.0
2	588	86	32.0
2	173	87	32.0
2	155	88	32.0
2	1082	89	31.5
2	1164	90	31.5
2	658	91	31.5
2	1202	92	31.5
2	157	93	31.0
2	25	94	31.0
2	947	95	31.0
2	218	96	31.0
2	1277	97	31.0
2	811	98	31.0
2	110	99	31.0
2	1370	100	31.0
2	739	101	30.5
2	1343	102	30.5
2	100	103	30.5
2	101	104	30.0
2	401	105	30.0
2	548	106	30.0
2	660	107	30.0
2	149	108	30.0
2	416	109	30.0
2	202	110	30.0
2	946	111	30.0
2	1342	112	30.0
2	198	113	30.0
2	163	114	30.0
2	434	115	29.5
2	1300	116	29.5
2	806	117	29.5
2	987	118	29.5
2	1104	119	29.5
2	62	120	29.5
2	903	121	29.5
2	917	122	29.5
2	1066	123	29.5
2	29	124	29.5
2	484	125	29.0
2	80	126	29.0
2	717	127	29.0
2	325	128	29.0
2	677	129	29.0
2	274	130	29.0
2	395	131	29.0
2	341	132	29.0
2	1303	133	29.0
2	1092	134	28.5
2	1325	135	28.5
2	1292	136	28.5
2	156	137	28.5
2	1134	138	28.0
2	986	139	28.0
2	334	140	28.0
2	289	141	28.0
2	1383	142	28.0
2	889	143	28.0
2	1263	144	28.0
2	933	145	28.0
2	342	146	27.5
2	704	147	27.5
2	1199	148	27.5
2	476	149	27.5
2	1271	150	27.5
2	1250	151	27.5
2	1175	152	27.5
2	810	153	27.0
2	845	154	27.0
2	1195	155	27.0
2	77	156	27.0
2	1351	157	27.0
2	734	158	27.0
2	177	159	27.0
2	166	160	27.0
2	696	161	27.0
2	1373	162	27.0
2	794	163	27.0
2	304	164	27.0
2	1380	165	27.0
2	1352	166	27.0
2	441	167	26.5
2	187	168	26.5
2	934	169	26.5
2	1224	170	26.5
2	12	171	26.5
2	1095	172	26.5
2	92	173	26.5
2	685	174	26.5
2	1246	175	26.5
2	767	176	26.5
2	288	177	26.5
2	124	178	26.0
2	375	179	26.0
2	828	180	26.0
2	164	181	26.0
2	300	182	26.0
2	24	183	26.0
2	649	184	26.0
2	1108	185	26.0
2	328	186	26.0
2	9	187	26.0
2	114	188	26.0
2	213	189	26.0
2	1307	190	26.0
2	563	191	26.0
2	129	192	26.0
2	216	193	25.5
2	1309	194	25.5
2	192	195	25.5
2	493	196	25.5
2	820	197	25.5
2	414	198	25.5
2	47	199	25.5
2	974	200	25.5
3	798	1	30.0
3	329	2	27.0
3	826	3	26.5
3	1313	4	25.5
3	131	5	25.5
3	1201	6	24.5
3	927	7	24.0
3	499	8	22.5
3	89	9	22.5
3	262	10	22.0
3	695	11	22.0
3	73	12	21.5
3	662	13	21.5
3	730	14	21.5
3	49	15	21.0
3	344	16	21.0
3	1072	17	21.0
3	225	18	21.0
3	1147	19	21.0
3	792	20	20.5
3	1040	21	20.5
3	99	22	20.0
3	1047	23	19.5
3	717	24	19.0
3	576	25	19.0
3	244	26	19.0
3	721	27	19.0
3	1204	28	18.5
3	928	29	18.5
3	874	30	18.5
3	673	31	18.5
3	640	32	18.5
3	712	33	18.0
3	1392	34	18.0
3	1268	35	18.0
3	658	36	18.0
3	704	37	18.0
3	202	38	18.0
3	83	39	18.0
3	992	40	17.5
3	441	41	17.5
3	962	42	17.5
3	33	43	17.5
3	889	44	17.5
3	210	45	17.5
3	1104	46	17.0
3	77	47	17.0
3	395	48	17.0
3	342	49	16.5
3	364	50	16.5
3	140	51	16.5
3	1039	52	16.5
3	94	53	16.0
3	934	54	16.0
3	625	55	16.0
3	947	56	16.0
3	1226	57	16.0
3	572	58	16.0
3	373	59	16.0
3	976	60	16.0
3	656	61	16.0
3	189	62	16.0
3	193	63	16.0
3	1119	64	16.0
3	452	65	16.0
3	85	66	15.5
3	828	67	15.5
3	44	68	15.5
3	315	69	15.5
3	417	70	15.5
3	1061	71	15.5
3	1335	72	15.5
3	1239	73	15.5
3	240	74	15.0
3	185	75	15.0
3	277	76	15.0
3	1209	77	15.0
3	1277	78	15.0
3	1333	79	15.0
3	980	80	15.0
3	132	81	15.0
3	151	82	15.0
3	707	83	15.0
3	588	84	14.5
3	170	85	14.5
3	1292	86	14.5
3	212	87	14.5
3	1375	88	14.5
3	414	89	14.5
3	9	90	14.5
3	1336	91	14.5
3	433	92	14.5
3	199	93	14.5
3	442	94	14.5
3	564	95	14.5
3	1082	96	14.0
3	1134	97	14.0
3	216	98	14.0
3	739	99	14.0
3	101	100	14.0
3	401	101	14.0
3	325	102	14.0
3	782	103	14.0
3	1169	104	14.0
3	811	105	14.0
3	110	106	14.0
3	1108	107	14.0
3	272	108	14.0
3	270	109	14.0
3	733	110	14.0
3	1290	111	14.0
3	1307	112	14.0
3	155	113	14.0
3	29	114	14.0
3	1144	115	14.0
3	1352	116	14.0
3	459	117	14.0
3	14	118	14.0
3	827	119	13.5
3	427	120	13.5
3	1382	121	13.5
3	197	122	13.5
3	872	123	13.5
3	987	124	13.5
3	1325	125	13.5
3	1097	126	13.5
3	82	127	13.5
3	767	128	13.5
3	1225	129	13.5
3	1263	130	13.5
3	174	131	13.5
3	635	132	13.5
3	168	133	13.5
3	797	134	13.5
3	1300	135	13.0
3	165	136	13.0
3	529	137	13.0
3	677	138	13.0
3	1218	139	13.0
3	649	140	13.0
3	45	141	13.0
3	96	142	13.0
3	1213	143	13.0
3	820	144	13.0
3	1322	145	13.0
3	476	146	13.0
3	1115	147	13.0
3	198	148	13.0
3	675	149	13.0
3	933	150	13.0
3	732	151	12.5
3	434	152	12.5
3	710	153	12.5
3	599	154	12.5
3	1244	155	12.5
3	466	156	12.5
3	179	157	12.5
3	274	158	12.5
3	946	159	12.5
3	458	160	12.5
3	234	161	12.5
3	1342	162	12.5
3	579	163	12.5
3	1098	164	12.5
3	1351	165	12.5
3	917	166	12.5
3	773	167	12.5
3	731	168	12.5
3	1303	169	12.5
3	542	170	12.5
3	129	171	12.5
3	589	172	12.5
3	620	173	12.5
3	806	174	12.0
3	561	175	12.0
3	1224	176	12.0
3	164	177	12.0
3	206	178	12.0
3	560	179	12.0
3	1207	180	12.0
3	24	181	12.0
3	1381	182	12.0
3	247	183	12.0
3	328	184	12.0
3	1383	185	12.0
3	638	186	12.0
3	734	187	12.0
3	740	188	12.0
3	266	189	12.0
3	869	190	12.0
3	991	191	12.0
3	1220	192	12.0
3	160	193	12.0
3	432	194	12.0
3	163	195	12.0
3	1202	196	12.0
3	304	197	12.0
3	1167	198	12.0
3	207	199	11.5
3	144	200	11.5
4	1313	1	90.0
4	798	2	81.5
4	1201	3	80.0
4	329	4	69.5
4	417	5	63.0
4	1239	6	60.5
4	1040	7	60.0
4	89	8	59.0
4	499	9	58.5
4	721	10	57.5
4	131	11	57.0
4	927	12	56.5
4	94	13	56.0
4	140	14	55.0
4	244	15	55.0
4	1147	16	54.0
4	272	17	53.5
4	73	18	52.0
4	1047	19	52.0
4	452	20	52.0
4	1244	21	51.5
4	640	22	51.0
4	262	23	50.0
4	193	24	50.0
4	928	25	49.5
4	160	26	49.5
4	576	27	49.0
4	992	28	48.0
4	49	29	47.5
4	165	30	47.0
4	827	31	46.5
4	344	32	46.0
4	962	33	46.0
4	660	34	46.0
4	189	35	46.0
4	96	36	45.5
4	1375	37	45.5
4	757	38	45.5
4	662	39	45.5
4	1144	40	45.5
4	433	41	44.5
4	1198	42	44.5
4	1268	43	44.0
4	1342	44	44.0
4	210	45	44.0
4	673	46	43.5
4	946	47	43.5
4	1392	48	43.0
4	625	49	43.0
4	1382	50	43.0
4	1248	51	43.0
4	1072	52	42.5
4	572	53	42.5
4	364	54	42.5
4	522	55	42.5
4	917	56	42.5
4	792	57	42.0
4	25	58	42.0
4	874	59	41.5
4	1108	60	41.5
4	976	61	41.5
4	826	62	41.0
4	401	63	41.0
4	695	64	41.0
4	797	65	41.0
4	85	66	40.5
4	1356	67	40.5
4	206	68	40.5
4	110	69	40.5
4	1061	70	40.5
4	315	71	40.0
4	1104	72	40.0
4	423	73	40.0
4	132	74	40.0
4	173	75	40.0
4	1235	76	40.0
4	155	77	40.0
4	375	78	39.5
4	1242	79	39.5
4	730	80	39.5
4	14	81	39.5
4	62	82	39.0
4	373	83	39.0
4	1066	84	39.0
4	1082	85	38.5
4	1134	86	38.5
4	170	87	38.5
4	493	88	38.5
4	151	89	38.5
4	459	90	38.5
4	1209	91	38.0
4	903	92	38.0
4	1370	93	38.0
4	179	94	37.5
4	889	95	37.5
4	234	96	37.5
4	82	97	37.5
4	341	98	37.5
4	266	99	37.5
4	163	100	37.5
4	1202	101	37.5
4	157	102	37.0
4	197	103	37.0
4	1277	104	37.0
4	536	105	37.0
4	1252	106	37.0
4	199	107	37.0
4	677	108	36.5
4	987	109	36.5
4	24	110	36.5
4	274	111	36.5
4	696	112	36.5
4	83	113	36.5
4	1373	114	36.5
4	794	115	36.5
4	710	116	36.0
4	97	117	36.0
4	717	118	36.0
4	149	119	36.0
4	77	120	36.0
4	731	121	36.0
4	1039	122	36.0
4	1325	123	35.5
4	811	124	35.5
4	996	125	35.5
4	1271	126	35.5
4	166	127	35.5
4	563	128	35.5
4	1175	129	35.5
4	1092	130	35.0
4	947	131	35.0
4	548	132	35.0
4	212	133	35.0
4	656	134	35.0
4	1383	135	35.0
4	1307	136	35.0
4	198	137	35.0
4	1380	138	35.0
4	1119	139	35.0
4	1154	140	34.5
4	277	141	34.5
4	325	142	34.5
4	1224	143	34.5
4	33	144	34.5
4	820	145	34.5
4	9	146	34.5
4	786	147	34.0
4	484	148	34.0
4	739	149	34.0
4	164	150	34.0
4	1199	151	34.0
4	174	152	34.0
4	188	153	34.0
4	317	154	34.0
4	294	155	33.5
4	1292	156	33.5
4	575	157	33.5
4	225	158	33.5
4	1381	159	33.5
4	704	160	33.5
4	1351	161	33.5
4	734	162	33.5
4	991	163	33.5
4	304	164	33.5
4	1212	165	33.0
4	561	166	33.0
4	560	167	33.0
4	1035	168	33.0
4	658	169	33.0
4	1195	170	33.0
4	667	171	33.0
4	1310	172	33.0
4	213	173	33.0
4	240	174	32.5
4	300	175	32.5
4	1280	176	32.5
4	933	177	32.5
4	434	178	32.0
4	1164	179	32.0
4	185	180	32.0
4	1309	181	32.0
4	828	182	32.0
4	342	183	32.0
4	44	184	32.0
4	966	185	32.0
4	255	186	32.0
4	1343	187	32.0
4	205	188	32.0
4	381	189	32.0
4	1261	190	32.0
4	1229	191	32.0
4	1226	192	31.5
4	466	193	31.5
4	562	194	31.5
4	458	195	31.5
4	1263	196	31.5
4	211	197	31.5
4	156	198	31.5
4	540	199	31.5
4	1300	200	31.0
5	1201	1	23.5
5	1313	2	20.0
5	798	3	16.5
5	1147	4	16.0
5	329	5	16.0
5	1248	6	14.5
5	77	7	14.0
5	499	8	14.0
5	1380	9	14.0
5	193	10	13.5
5	640	11	13.5
5	94	12	13.0
5	151	13	13.0
5	1239	14	13.0
5	1392	15	12.5
5	49	16	12.5
5	373	17	12.5
5	928	18	12.0
5	262	19	12.0
5	417	20	12.0
5	1342	21	12.0
5	160	22	12.0
5	163	23	12.0
5	792	24	11.5
5	1035	25	11.5
5	1375	26	11.5
5	244	27	11.5
5	542	28	11.5
5	1047	29	11.5
5	827	30	11.0
5	1244	31	11.0
5	576	32	11.0
5	811	33	11.0
5	757	34	11.0
5	101	35	10.5
5	828	36	10.5
5	1072	37	10.5
5	349	38	10.5
5	51	39	10.5
5	1066	40	10.5
5	44	41	10.0
5	1242	42	10.0
5	62	43	10.0
5	572	44	10.0
5	504	45	10.0
5	234	46	10.0
5	1310	47	10.0
5	1271	48	10.0
5	155	49	10.0
5	146	50	10.0
5	540	51	10.0
5	14	52	10.0
5	625	53	9.5
5	1268	54	9.5
5	962	55	9.5
5	660	56	9.5
5	753	57	9.5
5	315	58	9.5
5	536	59	9.5
5	1108	60	9.5
5	272	61	9.5
5	658	62	9.5
5	624	63	9.5
5	976	64	9.5
5	837	65	9.5
5	1251	66	9.5
5	89	67	9.5
5	304	68	9.5
5	1300	69	9.0
5	292	70	9.0
5	344	71	9.0
5	294	72	9.0
5	1019	73	9.0
5	110	74	9.0
5	1061	75	9.0
5	381	76	9.0
5	523	77	9.0
5	563	78	9.0
5	368	79	9.0
5	1198	80	9.0
5	1202	81	9.0
5	85	82	8.5
5	401	83	8.5
5	25	84	8.5
5	1226	85	8.5
5	874	86	8.5
5	172	87	8.5
5	1209	88	8.5
5	149	89	8.5
5	202	90	8.5
5	1040	91	8.5
5	889	92	8.5
5	667	93	8.5
5	1321	94	8.5
5	917	95	8.5
5	114	96	8.5
5	731	97	8.5
5	641	98	8.5
5	453	99	8.0
5	484	100	8.0
5	97	101	8.0
5	588	102	8.0
5	561	103	8.0
5	520	104	8.0
5	872	105	8.0
5	42	106	8.0
5	24	107	8.0
5	92	108	8.0
5	876	109	8.0
5	73	110	8.0
5	575	111	8.0
5	903	112	8.0
5	734	113	8.0
5	1294	114	8.0
5	1235	115	8.0
5	552	116	8.0
5	266	117	8.0
5	27	118	8.0
5	1212	119	7.5
5	410	120	7.5
5	826	121	7.5
5	216	122	7.5
5	240	123	7.5
5	1309	124	7.5
5	157	125	7.5
5	1382	126	7.5
5	1224	127	7.5
5	1197	128	7.5
5	33	129	7.5
5	134	130	7.5
5	1333	131	7.5
5	364	132	7.5
5	1137	133	7.5
5	132	134	7.5
5	704	135	7.5
5	395	136	7.5
5	168	137	7.5
5	721	138	7.5
5	730	139	7.5
5	1265	140	7.5
5	103	141	7.5
5	452	142	7.5
5	1075	143	7.5
5	894	144	7.0
5	165	145	7.0
5	786	146	7.0
5	715	147	7.0
5	601	148	7.0
5	1356	149	7.0
5	1295	150	7.0
5	363	151	7.0
5	197	152	7.0
5	677	153	7.0
5	560	154	7.0
5	987	155	7.0
5	1316	156	7.0
5	1374	157	7.0
5	1325	158	7.0
5	1343	159	7.0
5	406	160	7.0
5	1387	161	7.0
5	212	162	7.0
5	825	163	7.0
5	1279	164	7.0
5	946	165	7.0
5	899	166	7.0
5	927	167	7.0
5	579	168	7.0
5	683	169	7.0
5	1219	170	7.0
5	1280	171	7.0
5	1259	172	7.0
5	1119	173	7.0
5	28	174	6.5
5	1082	175	6.5
5	296	176	6.5
5	921	177	6.5
5	752	178	6.5
5	777	179	6.5
5	682	180	6.5
5	548	181	6.5
5	56	182	6.5
5	342	183	6.5
5	1330	184	6.5
5	191	185	6.5
5	152	186	6.5
5	1296	187	6.5
5	608	188	6.5
5	493	189	6.5
5	887	190	6.5
5	2	191	6.5
5	179	192	6.5
5	562	193	6.5
5	274	194	6.5
5	162	195	6.5
5	573	196	6.5
5	908	197	6.5
5	518	198	6.5
5	131	199	6.5
5	1263	200	6.5
6	798	1	31.5
6	1313	2	24.5
6	315	3	24.5
6	329	4	23.0
6	927	5	19.5
6	757	6	19.5
6	244	7	19.5
6	193	8	19.5
6	225	9	19.0
6	89	10	18.0
6	928	11	17.5
6	522	12	17.5
6	160	13	17.0
6	1201	14	17.0
6	452	15	17.0
6	576	16	16.5
6	1239	17	16.5
6	373	18	16.0
6	99	19	16.0
6	165	20	15.5
6	97	21	15.5
6	344	22	15.5
6	132	23	15.5
6	189	24	15.5
6	257	25	15.0
6	94	26	15.0
6	294	27	15.0
6	1244	28	15.0
6	688	29	15.0
6	779	30	15.0
6	212	31	15.0
6	187	32	14.5
6	826	33	14.0
6	536	34	14.0
6	572	35	14.0
6	364	36	14.0
6	1248	37	14.0
6	499	38	14.0
6	721	39	14.0
6	1047	40	14.0
6	1380	41	14.0
6	640	42	14.0
6	827	43	13.5
6	660	44	13.5
6	455	45	13.5
6	976	46	13.5
6	946	47	13.5
6	131	48	13.5
6	151	49	13.5
6	696	50	13.5
6	1147	51	13.5
6	433	52	13.5
6	792	53	13.0
6	986	54	13.0
6	262	55	13.0
6	417	56	13.0
6	1204	57	12.5
6	80	58	12.5
6	1268	59	12.5
6	59	60	12.5
6	33	61	12.5
6	987	62	12.5
6	1325	63	12.5
6	996	64	12.5
6	234	65	12.5
6	1225	66	12.5
6	163	67	12.5
6	85	68	12.0
6	49	69	12.0
6	1209	70	12.0
6	218	71	12.0
6	1035	72	12.0
6	1195	73	12.0
6	704	74	12.0
6	202	75	12.0
6	1040	76	12.0
6	1289	77	12.0
6	869	78	12.0
6	1302	79	12.0
6	662	80	12.0
6	1198	81	12.0
6	997	82	11.5
6	401	83	11.5
6	856	84	11.5
6	962	85	11.5
6	673	86	11.5
6	811	87	11.5
6	272	88	11.5
6	123	89	11.5
6	179	90	11.5
6	77	91	11.5
6	395	92	11.5
6	140	93	11.5
6	1007	94	11.5
6	9	95	11.5
6	1321	96	11.5
6	1310	97	11.5
6	675	98	11.5
6	1229	99	11.5
6	199	100	11.5
6	441	101	11.0
6	1082	102	11.0
6	216	103	11.0
6	569	104	11.0
6	277	105	11.0
6	363	106	11.0
6	197	107	11.0
6	206	108	11.0
6	1072	109	11.0
6	270	110	11.0
6	282	111	11.0
6	767	112	11.0
6	1351	113	11.0
6	381	114	11.0
6	1263	115	11.0
6	51	116	11.0
6	266	117	11.0
6	1066	118	11.0
6	83	119	11.0
6	1039	120	11.0
6	146	121	11.0
6	198	122	11.0
6	1075	123	11.0
6	992	124	10.5
6	434	125	10.5
6	1392	126	10.5
6	25	127	10.5
6	1226	128	10.5
6	959	129	10.5
6	423	130	10.5
6	149	131	10.5
6	148	132	10.5
6	562	133	10.5
6	328	134	10.5
6	1235	135	10.5
6	222	136	10.5
6	626	137	10.5
6	651	138	10.5
6	1144	139	10.5
6	797	140	10.5
6	564	141	10.5
6	1154	142	10.0
6	1212	143	10.0
6	207	144	10.0
6	1092	145	10.0
6	240	146	10.0
6	185	147	10.0
6	1356	148	10.0
6	599	149	10.0
6	491	150	10.0
6	571	151	10.0
6	191	152	10.0
6	1273	153	10.0
6	466	154	10.0
6	649	155	10.0
6	62	156	10.0
6	1375	157	10.0
6	825	158	10.0
6	837	159	10.0
6	416	160	10.0
6	1061	161	10.0
6	456	162	10.0
6	917	163	10.0
6	857	164	10.0
6	623	165	10.0
6	794	166	10.0
6	1281	167	10.0
6	1119	168	10.0
6	921	169	9.5
6	375	170	9.5
6	814	171	9.5
6	600	172	9.5
6	300	173	9.5
6	1182	174	9.5
6	872	175	9.5
6	782	176	9.5
6	134	177	9.5
6	96	178	9.5
6	110	179	9.5
6	685	180	9.5
6	406	181	9.5
6	820	182	9.5
6	658	183	9.5
6	289	184	9.5
6	504	185	9.5
6	186	186	9.5
6	683	187	9.5
6	229	188	9.5
6	188	189	9.5
6	731	190	9.5
6	1307	191	9.5
6	563	192	9.5
6	155	193	9.5
6	1282	194	9.5
6	210	195	9.5
6	620	196	9.5
6	14	197	9.5
6	541	198	9.0
6	1241	199	9.0
6	625	200	9.0
7	1201	1	99.5
7	1313	2	95.5
7	798	3	82.0
7	1147	4	65.5
7	329	5	64.5
7	94	6	64.0
7	1040	7	63.0
7	721	8	62.5
7	89	9	60.5
7	1382	10	58.0
7	417	11	58.0
7	927	12	58.0
7	1239	13	57.5
7	499	14	55.5
7	193	15	54.5
7	962	16	53.0
7	1244	17	52.5
7	262	18	52.5
7	433	19	52.0
7	49	20	51.5
7	673	21	51.0
7	1248	22	50.5
7	73	23	49.5
7	640	24	49.5
7	423	25	48.0
7	244	26	48.0
7	131	27	48.0
7	827	28	47.5
7	452	29	47.5
7	992	30	47.0
7	792	31	47.0
7	140	32	47.0
7	160	33	47.0
7	976	34	46.0
7	874	35	45.5
7	373	36	45.5
7	757	37	45.5
7	234	38	45.0
7	151	39	45.0
7	662	40	45.0
7	1047	41	45.0
7	928	42	44.5
7	272	43	44.5
7	62	44	44.0
7	189	45	43.5
7	197	46	43.0
7	315	47	43.0
7	110	48	43.0
7	1392	49	42.5
7	1271	50	42.5
7	199	51	42.5
7	25	52	42.0
7	364	53	42.0
7	946	54	42.0
7	1268	55	41.5
7	797	56	41.5
7	165	57	41.0
7	695	58	41.0
7	155	59	41.0
7	1144	60	41.0
7	210	61	41.0
7	1104	62	40.5
7	572	63	40.5
7	225	64	40.5
7	1277	65	40.0
7	96	66	40.0
7	903	67	40.0
7	1375	68	40.0
7	1342	69	40.0
7	277	70	39.5
7	947	71	39.5
7	344	72	39.5
7	1072	73	39.5
7	811	74	39.5
7	522	75	39.5
7	917	76	39.5
7	85	77	39.0
7	826	78	39.0
7	77	79	39.0
7	1307	80	39.0
7	563	81	39.0
7	1039	82	39.0
7	717	83	38.5
7	163	84	38.5
7	1300	85	38.0
7	1082	86	38.0
7	660	87	38.0
7	206	88	38.0
7	101	89	37.5
7	80	90	37.5
7	696	91	37.5
7	1212	92	37.0
7	157	93	37.0
7	170	94	37.0
7	1108	95	37.0
7	1198	96	37.0
7	1229	97	37.0
7	576	98	36.5
7	996	99	36.5
7	132	100	36.5
7	274	101	36.5
7	174	102	36.5
7	56	103	36.0
7	1061	104	36.0
7	1235	105	36.0
7	83	106	36.0
7	443	107	36.0
7	712	108	35.5
7	1343	109	35.5
7	173	110	35.5
7	1352	111	35.5
7	1134	112	35.0
7	625	113	35.0
7	1356	114	35.0
7	1226	115	35.0
7	677	116	35.0
7	1066	117	35.0
7	794	118	35.0
7	459	119	35.0
7	1347	120	34.5
7	133	121	34.5
7	484	122	34.5
7	179	123	34.5
7	1381	124	34.5
7	1351	125	34.5
7	683	126	34.5
7	1175	127	34.5
7	304	128	34.5
7	434	129	34.0
7	122	130	34.0
7	401	131	34.0
7	1242	132	34.0
7	536	133	34.0
7	212	134	34.0
7	889	135	34.0
7	205	136	34.0
7	1225	137	34.0
7	548	138	33.5
7	1209	139	33.5
7	1325	140	33.5
7	636	141	33.5
7	1291	142	33.5
7	341	143	33.5
7	1231	144	33.5
7	213	145	33.5
7	1250	146	33.5
7	1303	147	33.5
7	933	148	33.5
7	240	149	33.0
7	1164	150	33.0
7	739	151	33.0
7	1166	152	33.0
7	149	153	33.0
7	1195	154	33.0
7	9	155	33.0
7	82	156	33.0
7	1310	157	33.0
7	730	158	33.0
7	1202	159	33.0
